"资讯ID","资讯标题","分类(以|分割)","关键词(以,分割)"
"47832","直播回放 | 海事最新新冠疫情防控政策解析","应急管理",
"47833","《中华人民共和国安全生产法》做了这些修改！","应急管理",
"47834","每日一学，习总书记关于安全生产的重要论述",,
"47836","门窗炸飞！女子杀蚊子时“多做一步”，致严重烧伤！",,
"47840","直播回放 | 国新办举行贯彻落实《安全生产法》推动安全发展发布会","应急管理",
"47843","全国人民代表大会常务委员会关于修改《中华人民共和国安全生产法》的决定",,
"47844","每日一安|当火灾发生时的注意事项",,
"47846","重磅！《中华人民共和国安全生产法》做了这些修改！",,
"47851","防灾减灾知识",,
"47852","遇到高层火灾，应该怎么办？",,
"47854","预防电信诈骗，提高安全意识",,
"47855","一图读懂反恐关键词",,
"47856","别在伤口上撒“盐”",,
"47857","发生洪涝灾害时，如何自救？",,
"47858","防虫指南",,
"47859","走进消防员的世界，了解消防那些事儿......",,
"47860","如何应对城市内涝？",,
"47861","闪到腰了？你该这么应急！",,
"47862","广东省安全生产委员会决定授予40个单位、80名同志“2018-2020年度广东省安全生产工作先进集体和先进个人”荣誉称号","应急管理",
"47863","测测你的安全力——2021年全国安全知识网络竞赛火热进行中~",,
"47865","《全国安全生产专项整治三年行动计划》导读","安全生产",
"47866","《危险化学品安全专项整治三年行动实施方案》导读","安全生产",
"47867","《工业园区等功能区安全专项整治三年行动实施方案》导读","安全生产",
"47868","《落实企业安全生产主体责任专项整治行动实施方案》导读","安全生产",
"47869","《生死之间》典型安全生产事故案例视频汇编","安全生产",
"47870","《电气安全篇》——安全生产教育系列专题片","安全生产",
"47871","《机械安全篇》——安全生产教育系列专题片","安全生产",
"47872","《有限空间作业安全篇》——安全生产教育系列专题片","安全生产",
"47873","国新办就贯彻落实《安全生产法》推动安全发展有关情况举行发布会","安全生产",
"47874","龙岗区2021年“安全生产月”公益宣传片来了，先睹为快！",,
"47884","龙岗区点亮城市地标，让安全“看得见”！",,
"47885","百花齐放安全月 | 带你盘点安全月的七个“最”",,
"47888","燃！龙岗区让“沙画”安全走入“百姓家”！",,
"47890","深圳一汽车当街自燃，火势瞬间淹没车头！","消防安全",
"47891","又被处罚！相关从业人员这些特种作业违法行为需注意！",,
"47892","周乐职在学习习近平新时代中国特色社会主义思想读书班暨集中学习研讨会上强调","应急管理",
"47893","周乐职到铜仁市督导调研安全防范工作","安全生产|应急管理",
"47894","夏凤俭到四川省森林消防总队调研","安全生产",
"47895","安全都知道丨动火“八不”记心中，安全生产有保障（第6期）",,
"47897","2021年四川省农村能源安全生产月活动启动","安全生产",
"47899","实录丨国新办举行贯彻落实《安全生产法》推动安全发展发布会","安全生产|政策规定",
"47900","上海市召开2021年汛期自然灾害和安全生产综合风险形势研判会商会议","安全生产|防灾减灾",
"47901","@所有人，快来测测你的安全力！还有奖品拿！",,
"47904","应急科普丨下雨天如何预防火灾",,
"47905","广东省安委办、省三防办、省应急管理厅发布通告，要求毫不松懈做好南海热带低压防范应对工作，确保人民群众生命财产安全","应急管理",
"47906","广东省应急管理厅迅速启动全国全省“一盘棋”响应机制：坚决防范透水事故发生","应急管理|安全生产",
"47907","河北省应急管理厅发布2021年端午节安全提示","应急管理",
"47908","一图读懂| 修改后的《安全生产法》","安全生产",
"47911","男子醉酒钻进下水道，消防员一夜紧急救援","应急救援",
"47912","硬核大爷一气呵成，用路边消防栓将火熄灭","应急救援",
"47913","携手抗击疫情，守护安全家园",,
"47914","突降暴雨  消防员帮助群众脱困","应急救援",
"47915","学《安全生产法》，干“安全生产”活",,
"47916","“测测你的安全力”——2021年全国安全知识网络竞赛火热进行中~",,
"47917","你真的会乘电梯吗？这些乘梯行为暗藏危险！",,
"47918","刚刚！深圳发布今年首个台风白色预警！","防灾减灾",
"47920","只要你需要，多远我都能到达！","应急救援",
"47921","新能源汽车充电小知识",,
"47922","遭遇城市内涝，如何避险？",,
"47923","宝安区组织召开全区安全工作会议暨宝安区“防风险除隐患保平安”安全生产大排查大整治工作会议",,
"47925","疫情防控不放松  石岩街道坚守安全第一线",,
"47927","松岗街道召开5月份安全生产形势分析暨端午节安全重点工作部署会议",,
"47929","全国人民代表大会常务委员会关于修改 《中华人民共和国安全生产法》的决定",,
"47931","应急战“疫”人，合力抗“疫”，冲锋在一线！",,
"47933","【直播预告】福海街道“云看馆”带你体验线上“安全生产月”！",,
"47935","【直播回顾】福海街道“云看馆”第一个专题“用电安全”昨日开播了",,
"47938","端午节假期降雨频密！“台风”也要来过节？","防灾减灾",
"47939","甘肃白银山地越野赛事件调查结果公布：27人被追责！","应急救援",
"47940","学习 | 常见风险和管控常识之锂电池生产、储存","安全生产",
"47947","为安全生产工作提供有力法律武器——权威解读新修改的安全生产法","安全生产",
"47951","关于《中华人民共和国安全生产法（修正草案）》的说明",,
"47952","罚！禁！讼！新《安全生产法》将这样守护生命安全","安全生产",
"47953","在国务院新闻办新闻发布会上的讲话（应急管理部副部长宋元明）",,
"47954","关于 《中华人民共和国安全生产法（修正草案）》 审议结果的报告",,
"47955","关于 《全国人民代表大会常务委员会关于修改 〈中华人民共和国安全生产法〉的决定 （草案）》修改意见的报告","安全生产",
"47956","中华人民共和国主席令（第八十八号）","应急管理",
"47959","每日一安|台风来了",,
"47960","每日一安|车内禁放易燃易爆品",,
"47962","每日一学，习总书记关于安全生产的重要论述",,
"47963","咄咄怪事！深圳已有两名工人被一根橡胶软管夺命","安全生产",
"47967","湖北十堰发生燃气爆炸事故！关于燃气安全，你了解多少？","消防安全|应急救援",
"47968","应急科普丨图说：高温来袭，这份安全生产防范指南请查收！","安全生产",
"47969","图说：危险化学品生产储存企业六严查","安全生产",
"47970","​习近平对湖北十堰市张湾区艳湖社区集贸市场燃气爆炸事故作出重要指示","应急管理|应急救援",
"47971","球星突然倒地，13分钟急救刷屏！这些知识能救命...","应急救援",
"47976","百人百语话坪安|“安全”是一个永恒的话题",,
"47978","百人百语话坪安|让安全成为习惯，让习惯成就安全",,
"47981","学习 | 常见风险和管控常识之机械安全","安全生产",
"47982","城市燃气安全教育片-《家庭篇》《公共场所篇》","生活用火安全",
"47983","十堰一小区发生燃气爆炸，消防员紧急救援","应急救援",
"47984","浓情粽意，安全常伴",,
"47985","端午节做大餐，小心《奔跑吧》中的这一幕……","生活用火安全",
"47990","城市燃气安全教育片-《家庭篇》《公共场所篇》","生活用火安全",
"47991","端午节做大餐，小心《奔跑吧》中的这一幕……","生活用火安全",
"47993","每日一安|端午安康",,
"47996","每日一安|如何安全使用燃气",,
"48000","百人百语话坪安|生命重于泰山，安全永不止步",,
"48002","文明祭扫，防火安全要注意",,
"48003","森林防火九个“不”",,
"48004","孩童交通安全注意事项",,
"48005","化工企业安全生产，必须要掌握这些......",,
"48006","春季森林草原防火",,
"48007","大风天气，你需要注意这些......",,
"48008","有效降低猝死率的“急救神器“AED，你会用吗？””",,
"48009","儿童交通安全出行手册",,
"48010","有限空间作业，安全科普知识",,
"48011","高层建筑火灾逃生，千万别犯这些错！",,
"48012","关于事故上报，怎么做才正确？",,
"48013","应急科普 | 图说：台风过后这些注意事项你了解吗？","防灾减灾|应急管理",
"48014","习近平总书记关于应急管理、安全生产、防灾减灾救灾重要讲话、批示指示摘编（系列二十六）",,
"48015","一图读懂| 修改后的《安全生产法》",,
"48016","应急科普 | 图说：强对流天气，要防范哪些灾害？","防灾减灾|应急管理",
"48017","什么是社会主义核心价值观？罗湖应急《党史小课堂》第17课为您答疑解惑~",,
"48019","国务院安委办、应急管理部召开全国安全防范工作视频会议对当前安全防范工作进行再部署再推动再落实","安全生产",
"48020","燃气泄漏怎么办？如何判断？如何处理？","消防安全|应急管理",
"48021","河北省应急管理宣传教育中心发布“燃气安全知识要点”","安全生产",
"48022","请查收这份有限空间安全提示！","特种作业|应急管理",
"48023","新区应急管理局持续开展端午节期间安全督导检查","应急管理",
"48024","一图读懂修改后的《安全生产法》",,
"48025","应急科普丨图说：预防燃气爆炸，这些要牢记！",,
"48026","习近平总书记关于安全生产重要论述网络培训专栏（15）",,
"48027","发生燃气泄漏怎么办？",,
"48028","深圳市智慧安防行业协会到安全研究院调研",,
"48030","安全生产月 | 防汛安全知识问答，红包不断等你来拿！",,
"48032","学习 | 常见风险和管控常识之高处作业","应急管理|安全生产",
